fips,total_events,events_with_damage,total_damage_units,total_weighted_damage_units,total_DS1_units,total_DS2_units,total_DS3_units,total_DS4_units,pct_events_with_damage,total_units,damage_units_per_total,weighted_damage_per_total,pct_housing_affected
28019,6,4,440,440.0,327,113,0,0,66.66666666666667,3629.0,0.1212455221824194,0.1212455221824194,12.12455221824194
28021,17,14,6921,17529.0,1718,1360,2869,974,82.3529411764706,4932.0,1.4032846715328466,3.5541362530413627,140.32846715328466
28023,40,33,18130,32734.0,7099,4935,5292,804,82.5,7260.0,2.497245179063361,4.508815426997245,249.7245179063361
28025,2,1,41,41.0,41,0,0,0,50.0,9310.0,0.0044038668098818476,0.0044038668098818476,0.44038668098818473
28027,2,2,364,500.0,182,114,68,0,100.0,11073.0,0.03287275354465818,0.04515488124266233,3.2872753544658178
28029,31,27,37804,99516.0,8094,7032,17226,5452,87.09677419354838,14194.0,2.6633788924897845,7.011131463998873,266.33788924897846
28031,51,42,32764,90953.0,6334,4795,16662,4973,82.3529411764706,6981.0,4.693310413980805,13.028649190660364,469.33104139808046
28033,2,2,750,808.0,471,250,29,0,100.0,68213.0,0.010994971632973187,0.011845249439256446,1.0994971632973187
28035,82,73,92290,254010.0,21825,16020,36835,17610,89.02439024390245,34851.0,2.648130613181831,7.288456572264784,264.81306131818314
28037,53,43,16148,35666.0,4701,3620,6539,1288,81.13207547169812,4603.0,3.5081468607429938,7.7484249402563545,350.8146860742994
28039,108,93,119303,321678.0,26030,25174,46040,22059,86.11111111111111,10513.0,11.348140397602968,30.598116617521164,1134.8140397602967
28041,79,73,48153,129937.0,12199,9648,16582,9724,92.40506329113924,5681.0,8.476148565393416,22.872205597606055,847.6148565393416
28043,2,1,552,964.0,105,241,206,0,50.0,11111.0,0.04968049680496805,0.08676086760867609,4.968049680496804
28045,113,102,173020,431808.0,37790,40981,70819,23430,90.26548672566372,23368.0,7.404142416980486,18.478603218076003,740.4142416980486
28047,117,100,819576,2350502.0,157586,144453,352253,165284,85.47008547008546,97549.0,8.401685306871418,24.095603235297133,840.1685306871418
28049,13,10,16335,48376.0,4008,4021,3163,5143,76.92307692307692,108277.0,0.15086306417798795,0.44678001791700916,15.086306417798795
28051,5,3,2376,4096.0,650,866,860,0,60.0,7940.0,0.29924433249370275,0.5158690176322418,29.924433249370274
28053,4,3,319,391.0,224,59,36,0,75.0,3985.0,0.08005018820577164,0.09811794228356337,8.005018820577165
28055,4,3,171,381.0,33,33,105,0,75.0,1399.0,0.1222301644031451,0.272337383845604,12.22301644031451
28059,126,97,505200,1369448.0,97209,103472,219449,85070,76.98412698412699,65070.0,7.763946519133241,21.045766098048254,776.3946519133241
28061,41,33,30244,62225.0,7054,7246,15913,31,80.48780487804878,8473.0,3.569455918800897,7.3439159683701165,356.9455918800897
28063,31,22,10035,20672.0,2833,3052,3371,779,70.96774193548387,3676.0,2.7298694232861807,5.623503808487486,272.98694232861806
28065,46,41,26240,74653.0,4346,3923,13814,4157,89.1304347826087,6225.0,4.215261044176707,11.992449799196788,421.5261044176707
28067,61,51,92794,234004.0,19617,14878,50095,8204,83.60655737704919,33761.0,2.7485560261840587,6.931192796421907,274.8556026184059
28069,13,12,2429,3825.0,1094,637,698,0,92.3076923076923,3877.0,0.6265153469177199,0.98658756770699,62.65153469177199
28071,2,1,1426,1482.0,512,886,28,0,50.0,28389.0,0.050230723167424,0.05220331818662158,5.0230723167424
28073,68,64,73923,216754.0,13744,11514,33498,15167,94.11764705882354,27228.0,2.7149625385632437,7.960702218304687,271.49625385632436
28075,22,17,18979,27761.0,9164,5538,4201,76,77.27272727272727,44527.0,0.42623576706268107,0.6234644148494172,42.62357670626811
28077,42,37,25997,74658.0,4380,5220,11108,5289,88.0952380952381,6476.0,4.0143607164916615,11.528412600370599,401.43607164916614
28079,8,7,245,401.0,95,72,78,0,87.5,6469.0,0.03787293244705519,0.06198794249497604,3.787293244705519
28081,1,1,63,63.0,63,0,0,0,100.0,38093.0,0.0016538471635208568,0.0016538471635208568,0.16538471635208568
28083,3,1,103,179.0,0,65,38,0,33.333333333333336,13755.0,0.007488186114140313,0.013013449654671029,0.7488186114140313
28085,47,41,72646,197705.0,19637,12996,25002,15011,87.23404255319149,16599.0,4.376528706548587,11.910657268510151,437.6528706548587
28087,3,1,213,213.0,203,10,0,0,33.333333333333336,29199.0,0.007294770368848248,0.007294770368848248,0.7294770368848248
28089,5,5,6726,16233.0,1232,1147,4076,271,100.0,43836.0,0.15343553243909117,0.37031207226936763,15.343553243909117
28091,63,51,70749,212708.0,10217,10173,36612,13747,80.95238095238095,13274.0,5.329893023956607,16.024408618351664,532.9893023956606
28093,1,1,1229,2341.0,315,358,556,0,100.0,19591.0,0.0627328875504058,0.1194936450410903,6.27328875504058
28095,1,0,0,0.0,0,0,0,0,0.0,13681.0,0.0,0.0,0.0
28097,4,2,421,421.0,112,309,0,0,50.0,5306.0,0.07934413871089332,0.07934413871089332,7.934413871089332
28099,11,9,10017,16229.0,5437,1474,3106,0,81.81818181818181,15134.0,0.6618871415356151,1.072353640808775,66.1887141535615
28101,22,21,13388,20756.0,5927,3777,3684,0,95.45454545454545,10369.0,1.29115633137236,2.0017359436782716,129.115633137236
28103,9,5,1583,1853.0,848,600,135,0,55.55555555555556,4960.0,0.3191532258064516,0.37358870967741936,31.91532258064516
28105,4,1,1501,1681.0,721,690,90,0,25.0,22699.0,0.06612626106876955,0.07405612582052072,6.612626106876955
28107,2,1,3412,9568.0,0,334,3078,0,50.0,15032.0,0.22698243746673763,0.6365087812666312,22.698243746673764
28109,111,95,281878,847677.0,50789,42946,124972,63171,85.58558558558559,26375.0,10.687317535545024,32.13941232227488,1068.7317535545023
28111,85,74,57540,160132.0,12186,12739,20161,12454,87.05882352941177,5898.0,9.755849440488301,27.15022041369956,975.5849440488302
28113,57,49,92442,271644.0,15974,16747,39801,19920,85.96491228070175,21837.0,4.233273801346339,12.43962082703668,423.3273801346339
28115,2,1,626,626.0,460,166,0,0,50.0,15075.0,0.0415257048092869,0.0415257048092869,4.15257048092869
28117,1,1,365,365.0,365,0,0,0,100.0,13364.0,0.027312181981442682,0.027312181981442682,2.7312181981442682
28119,2,2,410,1212.0,9,0,401,0,100.0,3735.0,0.10977242302543508,0.3244979919678715,10.977242302543507
28121,20,15,49126,115294.0,9792,13735,20609,4990,75.0,62263.0,0.7890079180251514,1.8517257440213288,78.90079180251513
28123,22,15,16687,32077.0,5191,3801,7695,0,68.18181818181819,12668.0,1.3172560783075467,2.5321281970318914,131.72560783075465
28125,3,3,205,417.0,63,42,96,4,100.0,2206.0,0.0929283771532185,0.18902991840435177,9.29283771532185
28127,34,29,4737,12133.0,1198,942,1863,734,85.29411764705883,12049.0,0.3931446593078264,1.0069715329072952,39.31446593078264
28129,38,33,25532,54410.0,7511,4722,12539,760,86.84210526315789,8622.0,2.9612618881929946,6.31060078868012,296.12618881929944
28131,97,84,95686,285338.0,19849,15781,36876,23180,86.5979381443299,8109.0,11.799975336046368,35.187816006905905,1179.9975336046368
28133,2,1,404,856.0,70,108,226,0,50.0,10476.0,0.038564337533409696,0.08171057655593739,3.8564337533409696
28135,1,1,956,2868.0,0,0,956,0,100.0,5767.0,0.16577076469568233,0.49731229408704697,16.577076469568233
28137,2,2,2343,4691.0,726,443,1174,0,100.0,11777.0,0.19894710028020718,0.3983187568990405,19.894710028020718
28139,1,1,1681,4309.0,60,307,1314,0,100.0,10076.0,0.16683207622072252,0.4276498610559746,16.683207622072253
28141,1,0,0,0.0,0,0,0,0,0.0,10202.0,0.0,0.0,0.0
28143,2,2,857,1481.0,131,414,312,0,100.0,5206.0,0.16461774875144064,0.2844794467921629,16.461774875144066
28145,1,1,1896,2692.0,520,978,398,0,100.0,12830.0,0.14777864380358535,0.20982073265783321,14.777864380358535
28147,71,58,50606,155046.0,7919,7348,24085,11254,81.69014084507042,7640.0,6.623821989528796,20.293979057591624,662.3821989528797
28149,9,7,9283,19953.0,2893,1259,4995,136,77.77777777777777,23913.0,0.3881988876343411,0.8343996989085435,38.819888763434115
28151,4,1,1470,7593.0,0,0,409,1061,25.0,24292.0,0.06051374938251276,0.31257204017783635,6.051374938251277
28153,65,56,34891,84575.0,9408,7976,12617,4890,86.15384615384616,9554.0,3.6519782290140257,8.852313167259787,365.19782290140256
28155,2,2,123,123.0,123,0,0,0,100.0,4689.0,0.026231605886116442,0.026231605886116442,2.6231605886116443
28157,73,64,26746,69012.0,7437,4110,11243,3956,87.67123287671232,4946.0,5.4076021027092604,13.953093408815205,540.760210270926
28159,9,6,2745,4281.0,1088,889,768,0,66.66666666666667,8605.0,0.3190005810575247,0.49750145264381174,31.90005810575247
28161,1,1,1380,2600.0,396,374,610,0,100.0,6795.0,0.20309050772626933,0.3826342899190581,20.309050772626932
28163,7,5,3773,9093.0,681,807,2035,250,71.42857142857143,11068.0,0.3408926635345139,0.8215576436573907,34.08926635345139
33001,2,0,0,0.0,0,0,0,0,0.0,37695.0,0.0,0.0,0.0
33003,1,1,32,32.0,32,0,0,0,100.0,40300.0,0.000794044665012407,0.000794044665012407,0.0794044665012407
33013,1,0,0,0.0,0,0,0,0,0.0,62269.0,0.0,0.0,0.0
33015,4,3,4479,4479.0,3393,1086,0,0,75.0,133272.0,0.03360795966144427,0.03360795966144427,3.3607959661444267
33017,3,3,2131,2131.0,1946,185,0,0,100.0,55302.0,0.03853386857618169,0.03853386857618169,3.8533868576181693
34001,8,6,1806,3132.0,924,219,663,0,75.0,129415.0,0.01395510566781285,0.024201213151489393,1.395510566781285
34005,6,4,393,393.0,376,17,0,0,66.66666666666667,174337.0,0.002254254690627922,0.002254254690627922,0.22542546906279218
34007,4,2,254,254.0,218,36,0,0,50.0,201230.0,0.0012622372409680466,0.0012622372409680466,0.12622372409680466
34009,7,6,1931,2925.0,1069,365,497,0,85.71428571428571,90983.0,0.021223745095237573,0.03214886297440181,2.122374509523757
34011,6,6,1641,2385.0,816,453,372,0,100.0,55713.0,0.029454525873674007,0.04280868020031232,2.945452587367401
34015,4,4,1189,1189.0,780,409,0,0,100.0,112645.0,0.010555284300235253,0.010555284300235253,1.0555284300235253
34021,1,0,0,0.0,0,0,0,0,0.0,143990.0,0.0,0.0,0.0
34023,2,1,198,198.0,198,0,0,0,50.0,291387.0,0.0006795086946226153,0.0006795086946226153,0.06795086946226153
34025,4,3,2018,2100.0,599,1378,41,0,75.0,252872.0,0.007980322060172736,0.008304596792052896,0.7980322060172736
34029,6,5,2305,2305.0,2235,70,0,0,83.33333333333333,266338.0,0.008654416568420578,0.008654416568420578,0.8654416568420578
34033,4,4,284,316.0,181,87,16,0,100.0,29112.0,0.009755427315196482,0.0108546303929651,0.9755427315196482
34035,1,1,17,17.0,17,0,0,0,100.0,125948.0,0.00013497633944167434,0.00013497633944167434,0.013497633944167434
36021,2,2,352,352.0,267,85,0,0,100.0,37809.0,0.009309952656774843,0.009309952656774843,0.9309952656774843
36027,3,2,1274,1274.0,1132,142,0,0,66.66666666666667,127598.0,0.009984482515399929,0.009984482515399929,0.9984482515399928
36047,1,0,0,0.0,0,0,0,0,0.0,1022273.0,0.0,0.0,0.0
36059,2,2,11,11.0,5,6,0,0,100.0,497038.0,2.2131104664029714e-05,2.2131104664029714e-05,0.0022131104664029713
36079,2,1,98,98.0,98,0,0,0,50.0,40874.0,0.0023976121739981405,0.0023976121739981405,0.23976121739981404
36085,1,0,0,0.0,0,0,0,0,0.0,187926.0,0.0,0.0,0.0
36103,15,12,7486,18228.0,1995,1635,2846,1010,80.0,576829.0,0.01297784958800615,0.031600352964223366,1.297784958800615
36119,3,1,59,59.0,59,0,0,0,33.333333333333336,367803.0,0.00016041195966318925,0.00016041195966318925,0.016041195966318925
37001,6,3,9369,9369.0,8379,990,0,0,50.0,77462.0,0.12094962691384163,0.12094962691384163,12.094962691384163
37003,2,1,1487,1487.0,1487,0,0,0,50.0,18950.0,0.07846965699208443,0.07846965699208443,7.846965699208443
37007,14,9,6296,9338.0,2957,1818,1521,0,64.28571428571429,12191.0,0.5164465589369207,0.7659748995160364,51.64465589369207
37013,64,54,143011,373676.0,40373,26820,49475,26343,84.375,26486.0,5.399494072340104,14.108434644717963,539.9494072340104
37015,38,27,42153,115665.0,10035,8958,14096,9064,71.05263157894737,11967.0,3.5224367009275506,9.665329656555528,352.24367009275505
37017,61,47,54994,140612.0,12728,9699,25739,6828,77.04918032786885,20557.0,2.675195797052099,6.840103127888311,267.5195797052099
37019,75,66,906542,2684198.0,176916,149129,374943,205554,88.0,96409.0,9.40308477424307,27.84177825721665,940.308477424307
37023,1,0,0,0.0,0,0,0,0,0.0,40583.0,0.0,0.0,0.0
37025,3,0,0,0.0,0,0,0,0,0.0,103419.0,0.0,0.0,0.0
37029,46,36,17077,41498.0,4393,2629,8618,1437,78.26086956521739,4685.0,3.6450373532550695,8.857630736392743,364.50373532550697
37031,101,84,419031,1156477.0,84901,87510,165218,81402,83.16831683168317,53880.0,7.777115812917595,21.463938381588715,777.7115812917594
37033,5,2,952,952.0,943,9,0,0,40.0,13583.0,0.07008760951188986,0.07008760951188986,7.008760951188986
37035,2,1,3039,3039.0,3039,0,0,0,50.0,77834.0,0.03904463345067708,0.03904463345067708,3.904463345067708
37037,14,7,13861,19271.0,7321,3835,2705,0,50.0,32637.0,0.4247020253086987,0.5904648098783589,42.47020253086987
37041,39,31,33010,86357.0,7089,5741,15851,4329,79.48717948717949,8405.0,3.9274241522903033,10.274479476502082,392.7424152290303
37045,4,2,674,782.0,353,267,54,0,50.0,46452.0,0.014509601308877981,0.016834581934039437,1.4509601308877982
37047,73,63,176304,504105.0,36725,25813,80343,33423,86.3013698630137,24513.0,7.192265328601151,20.56480234977359,719.2265328601151
37049,77,61,218453,615275.0,66417,34127,64241,53668,79.22077922077922,52093.0,4.193519282821108,11.811087862092796,419.3519282821108
37051,37,26,107121,275599.0,15131,17645,67749,6596,70.27027027027027,154618.0,0.6928106688742578,1.782450943615879,69.28106688742578
37053,47,36,1705,2803.0,1133,170,304,98,76.59574468085107,17266.0,0.09874898644735318,0.16234217537356654,9.874898644735318
37055,81,69,99111,248135.0,26041,14437,48047,10586,85.18518518518519,36598.0,2.70809880321329,6.780015301382589,270.80988032132905
37057,1,0,0,0.0,0,0,0,0,0.0,85728.0,0.0,0.0,0.0
37059,1,0,0,0.0,0,0,0,0,0.0,20875.0,0.0,0.0,0.0
37061,50,40,176648,531622.0,33777,26869,75012,40990,80.0,23427.0,7.540359414350963,22.692704998506,754.0359414350963
37063,10,5,4228,7014.0,1299,1536,1393,0,50.0,152290.0,0.02776282093374483,0.046056865191411125,2.776282093374483
37065,24,18,3102,7163.0,794,492,1673,143,75.0,23054.0,0.13455365663225471,0.3107053005985946,13.455365663225471
37067,1,0,0,0.0,0,0,0,0,0.0,179100.0,0.0,0.0,0.0
37069,18,11,50519,86989.0,17430,14854,18235,0,61.111111111111114,31120.0,1.6233611825192802,2.795276349614396,162.336118251928
37071,5,1,160,160.0,160,0,0,0,20.0,104616.0,0.0015294027682190106,0.0015294027682190106,0.15294027682190106
37073,28,22,41748,101230.0,11214,10216,14036,6282,78.57142857142857,6274.0,6.654128147912018,16.134842205929232,665.4128147912018
37077,9,5,19198,25662.0,8862,7104,3232,0,55.55555555555556,27511.0,0.6978299589255207,0.9327905201555742,69.78299589255207
37079,32,24,27122,73405.0,5190,7762,8189,5981,75.0,10004.0,2.711115553778489,7.337564974010395,271.1115553778489
37081,3,2,26,26.0,26,0,0,0,66.66666666666667,238054.0,0.00010921891671637528,0.00010921891671637528,0.010921891671637528
37083,20,14,17187,46188.0,1720,3782,9808,1877,70.0,30774.0,0.5584909339052447,1.5008773640085786,55.84909339052447
37085,24,19,94904,198470.0,24044,19089,51763,8,79.16666666666667,55624.0,1.706169998561772,3.568064144973393,170.6169998561772
37091,33,23,12390,32949.0,3228,2232,4697,2233,69.6969696969697,11145.0,1.1117092866756393,2.956393001345895,111.17092866756393
37093,29,20,54411,122261.0,12428,13254,25265,3464,68.96551724137932,21144.0,2.573354143019296,5.782302307983352,257.33541430192963
37095,83,70,26087,71661.0,4861,4307,13007,3912,84.33734939759036,3627.0,7.192445547284257,19.757650951199338,719.2445547284257
37097,2,1,7409,7409.0,7409,0,0,0,50.0,90355.0,0.08199878257982403,0.08199878257982403,8.199878257982403
37101,24,18,106084,260238.0,21282,19248,57872,7682,75.0,85243.0,1.2444892835775372,3.052895838954518,124.44892835775372
37103,59,46,31318,83446.0,6123,5989,14634,4572,77.96610169491525,5152.0,6.078804347826087,16.196816770186334,607.8804347826087
37105,15,10,3249,5915.0,505,1411,1333,0,66.66666666666667,28018.0,0.1159611678206867,0.2111142836747805,11.59611678206867
37107,43,35,96166,232393.0,22305,22849,39611,11401,81.3953488372093,29877.0,3.2187301268534325,7.778324463634234,321.87301268534327
37109,3,1,64,64.0,64,0,0,0,33.333333333333336,44738.0,0.001430551209262819,0.001430551209262819,0.1430551209262819
37111,2,1,12,12.0,12,0,0,0,50.0,23332.0,0.0005143151037202125,0.0005143151037202125,0.051431510372021254
37117,36,26,6179,13661.0,2897,1008,1296,978,72.22222222222223,14981.0,0.41245577731793603,0.9118883919631533,41.2455777317936
37119,5,2,164,164.0,164,0,0,0,40.0,492249.0,0.00033316471948140067,0.00033316471948140067,0.03331647194814007
37123,8,6,5407,5447.0,4335,1052,20,0,75.0,16270.0,0.33232944068838355,0.3347879532882606,33.23294406883836
37125,19,13,308,390.0,140,127,41,0,68.42105263157895,50599.0,0.006087076819699994,0.00770766220676298,0.6087076819699994
37127,19,11,36874,69167.0,15953,4893,15949,79,57.89473684210526,46149.0,0.7990205638258684,1.4987757047823356,79.90205638258684
37129,60,48,367777,909502.0,61367,92273,176320,37817,80.0,121074.0,3.037621619835803,7.511951368584502,303.76216198358026
37131,24,17,24110,69180.0,5942,3229,9875,5064,70.83333333333333,12287.0,1.9622365101326604,5.6303410108244485,196.22365101326605
37133,69,54,296446,843996.0,61228,48947,127935,58336,78.26086956521739,85382.0,3.4719964395305802,9.88494061980277,347.199643953058
37135,8,4,455,455.0,177,278,0,0,50.0,58550.0,0.007771135781383433,0.007771135781383433,0.7771135781383433
37137,68,56,70959,197881.0,16889,14399,23811,15860,82.3529411764706,7740.0,9.167829457364341,25.566020671834625,916.7829457364342
37139,44,33,19100,46186.0,3248,4415,10033,1404,75.0,18753.0,1.0185037060736948,2.4628592758491976,101.85037060736948
37141,72,57,331349,999035.0,63302,45345,148608,74094,79.16666666666667,33806.0,9.801484943501153,29.55200260308821,980.1484943501154
37143,40,34,2188,4867.0,692,461,832,203,85.0,7004.0,0.3123929183323815,0.6948886350656768,31.23929183323815
37145,5,4,7744,8358.0,5296,2141,307,0,80.0,19060.0,0.406295907660021,0.4385099685204617,40.629590766002096
37147,43,35,139558,349040.0,29334,36257,53451,20516,81.3953488372093,87827.0,1.5890102132601591,3.974176506085828,158.90102132601592
37149,3,1,1,1.0,1,0,0,0,33.333333333333336,11832.0,8.451656524678837e-05,8.451656524678837e-05,0.008451656524678837
37151,6,3,8532,8532.0,6997,1535,0,0,50.0,73217.0,0.1165303139981152,0.1165303139981152,11.65303139981152
37153,23,11,13229,27419.0,3896,3543,4920,870,47.82608695652174,22224.0,0.5952573794096472,1.2337562994960403,59.52573794096472
37155,43,30,229215,553301.0,49384,46297,114528,19006,69.76744186046511,49224.0,4.6565699658703075,11.24047212741752,465.65699658703073
37157,2,0,0,0.0,0,0,0,0,0.0,53743.0,0.0,0.0,0.0
37159,2,0,0,0.0,0,0,0,0,0.0,66056.0,0.0,0.0,0.0
37161,4,2,139,183.0,40,77,22,0,50.0,32559.0,0.004269172886145152,0.0056205657421910995,0.42691728861451517
37163,45,37,127294,344463.0,21682,21821,67262,16529,82.22222222222223,30926.0,4.116083554290888,11.138297872340425,411.60835542908876
37165,27,22,56527,119242.0,13986,13615,27305,1621,81.48148148148148,17287.0,3.2699138080638632,6.89778446231272,326.9913808063863
37167,3,1,225,225.0,225,0,0,0,33.333333333333336,31449.0,0.007154440522751121,0.007154440522751121,0.7154440522751121
37169,1,0,0,0.0,0,0,0,0,0.0,23446.0,0.0,0.0,0.0
37171,1,0,0,0.0,0,0,0,0,0.0,35111.0,0.0,0.0,0.0
37177,63,49,19796,49345.0,4364,3434,10147,1851,77.77777777777777,2917.0,6.786424408639013,16.916352416866644,678.6424408639012
37179,4,2,3,3.0,3,0,0,0,50.0,92058.0,3.2588150948315195e-05,3.2588150948315195e-05,0.0032588150948315193
37181,7,6,17693,29543.0,6446,5322,5925,0,85.71428571428571,22377.0,0.7906779282298789,1.3202395316619744,79.0677928229879
37183,20,13,47687,94735.0,8867,15296,23524,0,65.0,479045.0,0.09954597167280736,0.19775803943262116,9.954597167280737
37185,13,6,13758,30574.0,1720,3630,8408,0,46.15384615384615,12360.0,1.1131067961165049,2.4736245954692557,111.31067961165049
37187,52,38,9372,23574.0,1811,2176,4241,1144,73.07692307692308,7014.0,1.3361847733105219,3.3609923011120615,133.6184773310522
37191,32,27,204835,480035.0,57455,44847,79155,23378,84.375,70918.0,2.8883358244733355,6.768873910713782,288.8335824473335
37193,1,1,15,15.0,15,0,0,0,100.0,41248.0,0.00036365399534522884,0.00036365399534522884,0.036365399534522884
37195,25,15,33903,80277.0,7642,9014,13287,3960,60.0,41323.0,0.8204389807129202,1.9426711516588824,82.04389807129202
37197,1,0,0,0.0,0,0,0,0,0.0,18359.0,0.0,0.0,0.0
42001,3,2,891,1127.0,321,452,118,0,66.66666666666667,45801.0,0.019453723717822755,0.024606449640837535,1.9453723717822755
42011,1,1,1727,1727.0,1727,0,0,0,100.0,183242.0,0.009424695211796423,0.009424695211796423,0.9424695211796422
42017,1,0,0,0.0,0,0,0,0,0.0,277004.0,0.0,0.0,0.0
42029,2,2,3102,5118.0,1769,325,1008,0,100.0,223121.0,0.0139027702457411,0.022938226343553497,1.3902770245741098
42045,1,1,101,101.0,88,13,0,0,100.0,229696.0,0.00043971161883533017,0.00043971161883533017,0.04397116188353302
42071,2,2,4177,6123.0,1703,1501,973,0,100.0,237168.0,0.017611988126560077,0.02581714227889091,1.7611988126560076
42075,1,0,0,0.0,0,0,0,0,0.0,65976.0,0.0,0.0,0.0
42077,1,0,0,0.0,0,0,0,0,0.0,159464.0,0.0,0.0,0.0
42091,1,1,1194,1194.0,1194,0,0,0,100.0,360008.0,0.0033165929646007866,0.0033165929646007866,0.33165929646007863
42107,1,0,0,0.0,0,0,0,0,0.0,75825.0,0.0,0.0,0.0
42133,3,3,6111,11741.0,2375,1005,2675,56,100.0,189817.0,0.03219416595984553,0.06185431231133144,3.219416595984553
44003,8,8,2054,3415.0,877,543,603,31,100.0,78028.0,0.02632388373404419,0.04376634028810171,2.632388373404419
44005,8,7,4136,8974.0,1492,225,2419,0,87.5,44871.0,0.09217534710614873,0.19999554277818635,9.217534710614874
44007,8,7,793,1559.0,266,144,383,0,87.5,281917.0,0.002812884643352476,0.005529996417385259,0.2812884643352476
44009,10,9,1820,4270.0,351,598,635,236,90.0,64425.0,0.028249902987970508,0.06627861854870004,2.8249902987970508
45001,5,3,6250,13072.0,293,2546,3411,0,60.0,12041.0,0.5190598787476123,1.0856241175982062,51.90598787476123
45003,28,19,38499,79454.0,12467,9015,14710,2307,67.85714285714286,92952.0,0.41418151303898787,0.8547852655133833,41.41815130389879
45005,53,37,14484,36566.0,2847,2486,7891,1260,69.81132075471699,5673.0,2.553146483342147,6.445619601621717,255.31464833421472
45007,4,3,22858,44396.0,5755,6334,10769,0,75.0,94720.0,0.24132179054054054,0.4687077702702703,24.132179054054053
45009,45,36,22634,46491.0,5245,7613,8341,1435,80.0,5627.0,4.022392038386352,8.262129020792607,402.2392038386352
45011,39,31,29560,76600.0,6452,4235,15775,3098,79.48717948717949,9518.0,3.1056944736289136,8.047909224627022,310.56944736289137
45013,88,71,330260,1121725.0,67726,42168,103455,116911,80.68181818181819,100957.0,3.2712937191081353,11.110918509860634,327.1293719108135
45015,75,60,485161,1315615.0,85747,95733,229317,74364,80.0,98583.0,4.921345465242486,13.345252224014283,492.1345465242486
45017,42,31,21836,39733.0,8386,6447,5706,1297,73.80952380952381,6647.0,3.2850910185045885,5.97758387242365,328.5091018504589
45019,89,70,495993,1195003.0,107046,104674,240785,43488,78.65168539325843,213005.0,2.328550972981855,5.610211027910143,232.8550972981855
45021,4,3,7047,11475.0,1091,3742,2214,0,75.0,32209.0,0.2187897792542457,0.35626688192741157,21.87897792542457
45023,7,3,888,1036.0,305,509,74,0,42.857142857142854,14637.0,0.06066816970690715,0.07077953132472502,6.066816970690716
45025,30,18,7417,13322.0,2211,2276,2915,15,60.0,35747.0,0.2074859428763253,0.3726746300388844,20.748594287632528
45027,56,43,95897,210327.0,25804,25028,36965,8100,76.78571428571429,18172.0,5.2771846797270525,11.57423508694695,527.7184679727053
45029,81,62,161101,408225.0,37074,24585,83362,16080,76.54320987654322,24155.0,6.669468019043676,16.900227696129164,666.9468019043676
45031,40,32,101249,236124.0,23963,20116,50325,6845,80.0,31664.0,3.1976061141990906,7.457175341081355,319.7606114199091
45033,45,33,36405,99337.0,5796,7696,17211,5702,73.33333333333333,15564.0,2.3390516576715497,6.38248522230789,233.90516576715495
